age,year,migr double  & fert ↑ 2 in 2100,migr double  & fert eq. to last,migr double  & fert ↓ 0 in 2100,migr average & fert ↑ 2 in 2100,migr average & fert eq. to last,migr average & fert ↓ 0 in 2100,migr zero    & fert ↑ 2 in 2100,migr zero    & fert eq. to last,migr zero    & fert ↓ 0 in 2100
55,2054,829048,829048,829048,713648,713648,713648,598248,598248,598248
56,2054,812129,812129,812129,703132,703132,703132,594135,594135,594135
57,2054,798288,798288,798288,696278,696278,696278,594268,594268,594268
58,2054,781448,781448,781448,685817,685817,685817,590186,590186,590186
59,2054,772799,772799,772799,683731,683731,683731,594662,594662,594662
60,2054,770436,770436,770436,686583,686583,686583,602730,602730,602730
61,2054,785300,785300,785300,705297,705297,705297,625294,625294,625294
62,2054,772052,772052,772052,695893,695893,695893,619734,619734,619734
63,2054,773878,773878,773878,701483,701483,701483,629088,629088,629088
64,2054,761224,761224,761224,692524,692524,692524,623824,623824,623824
65,2054,763992,763992,763992,699774,699774,699774,635556,635556,635556
66,2054,740152,740152,740152,679571,679571,679571,618990,618990,618990
67,2054,731483,731483,731483,674271,674271,674271,617058,617058,617058
68,2054,738158,738158,738158,684175,684175,684175,630192,630192,630192
69,2054,738182,738182,738182,687205,687205,687205,636228,636228,636228
70,2054,737471,737471,737471,689259,689259,689259,641048,641048,641048
71,2054,747041,747041,747041,701397,701397,701397,655753,655753,655753
72,2054,738060,738060,738060,694913,694913,694913,651766,651766,651766
73,2054,740808,740808,740808,700046,700046,700046,659284,659284,659284
74,2054,746448,746448,746448,707883,707883,707883,669318,669318,669318
75,2054,766390,766390,766390,729864,729864,729864,693337,693337,693337
76,2054,771853,771853,771853,737236,737236,737236,702618,702618,702618
77,2054,783919,783919,783919,751095,751095,751095,718271,718271,718271
78,2054,798024,798024,798024,766732,766732,766732,735439,735439,735439
79,2054,804945,804945,804945,775189,775189,775189,745434,745434,745434
80,2054,776481,776481,776481,748313,748313,748313,720145,720145,720145
81,2054,755011,755011,755011,729174,729174,729174,703336,703336,703336
82,2054,730910,730910,730910,707341,707341,707341,683773,683773,683773
83,2054,690877,690877,690877,669489,669489,669489,648102,648102,648102
84,2054,671115,671115,671115,651848,651848,651848,632582,632582,632582
85,2054,626807,626807,626807,609579,609579,609579,592350,592350,592350
86,2054,587290,587290,587290,571987,571987,571987,556684,556684,556684
87,2054,547161,547161,547161,533717,533717,533717,520274,520274,520274
88,2054,498188,498188,498188,486525,486525,486525,474861,474861,474861
89,2054,454096,454096,454096,444145,444145,444145,434195,434195,434195
90,2054,378608,378608,378608,370269,370269,370269,361931,361931,361931
91,2054,319230,319230,319230,312360,312360,312360,305490,305490,305490
92,2054,268088,268088,268088,262537,262537,262537,256987,256987,256987
93,2054,218491,218491,218491,214097,214097,214097,209704,209704,209704
94,2054,175073,175073,175073,171703,171703,171703,168334,168334,168334
95,2054,134377,134377,134377,131880,131880,131880,129383,129383,129383
96,2054,104139,104139,104139,102327,102327,102327,100515,100515,100515
97,2054,77906,77906,77906,76630,76630,76630,75354,75354,75354
98,2054,56986,56986,56986,56115,56115,56115,55243,55243,55243
99,2054,40759,40759,40759,40180,40180,40180,39602,39602,39602
100,2054,66592,66592,66592,65826,65826,65826,65060,65060,65060
0,2055,545733,421974,254574,441603,341306,205782,337472,260638,156990
1,2055,547856,427850,265287,444922,347113,214719,341988,266377,164151
2,2055,551098,434639,276700,449074,353608,224208,347049,272576,171716
3,2055,554393,441490,288245,453230,360141,233835,352067,278793,179427
4,2055,557558,448268,299828,457233,366597,243524,356908,284926,187221
5,2055,560655,455053,311553,461076,372989,253309,361498,290926,195067
6,2055,563383,461571,323170,464562,379143,263041,365741,296716,202910
7,2055,565719,467811,334683,467648,385029,272697,369577,302248,210712
8,2055,567623,473742,346068,470283,390604,282247,372944,307465,218425
9,2055,569207,479478,357436,472511,395911,291729,375816,312345,226022
10,2055,570187,484730,368490,474181,400798,300983,378175,316866,233474
11,2055,570311,489232,378944,475179,405136,309863,380046,321041,240780
12,2055,569602,493000,388802,475505,408923,318356,381408,324846,247909
13,2055,568157,496116,398123,475225,412211,326496,382294,328305,254869
14,2055,566040,498624,406922,474381,415027,334288,382723,331428,261654
15,2055,563426,500670,415307,473109,417478,341809,382792,334287,268310
16,2055,560666,502585,423581,471597,419743,349210,382526,336901,274840
17,2055,558537,505121,432461,470262,422219,356868,381987,339317,281276
18,2055,559970,511184,444821,470612,426393,366242,381254,341601,287664
19,2055,562579,518368,458229,471478,431081,376132,380377,343795,294035
20,2055,564109,524401,470389,471763,435176,385410,379416,345951,300431
21,2055,566231,530940,482935,472333,439533,394917,378433,348125,306900
22,2055,569434,538463,496335,473441,444400,404898,377449,350338,313460
23,2055,574383,547628,511236,475454,450138,415701,376526,352647,320167
24,2055,580324,557679,526877,478000,456374,426957,375677,355068,327037
25,2055,587075,568433,543074,481024,463054,438608,374975,357675,334144
26,2055,594521,579778,559722,484467,470121,450609,374414,360466,341495
27,2055,602353,591412,576530,488191,477446,462832,374029,363481,349133
28,2055,611624,604400,594574,492727,485568,475830,373832,366736,357085
29,2055,620079,616497,611625,496956,493374,488503,373834,370252,365381
30,2055,631775,631775,631775,500895,500895,500895,370015,370015,370015
31,2055,652058,652058,652058,516535,516535,516535,381011,381011,381011
32,2055,674963,674963,674963,536371,536371,536371,397780,397780,397780
33,2055,691007,691007,691007,549489,549489,549489,407971,407971,407971
34,2055,703644,703644,703644,559379,559379,559379,415114,415114,415114
35,2055,725099,725099,725099,578354,578354,578354,431608,431608,431608
36,2055,750423,750423,750423,600309,600309,600309,450195,450195,450195
37,2055,773860,773860,773860,621266,621266,621266,468672,468672,468672
38,2055,791446,791446,791446,636928,636928,636928,482409,482409,482409
39,2055,806483,806483,806483,650403,650403,650403,494323,494323,494323
40,2055,823248,823248,823248,665926,665926,665926,508605,508605,508605
41,2055,832155,832155,832155,673864,673864,673864,515572,515572,515572
42,2055,855566,855566,855566,696482,696482,696482,537398,537398,537398
43,2055,865230,865230,865230,705496,705496,705496,545761,545761,545761
44,2055,881519,881519,881519,721300,721300,721300,561081,561081,561081
45,2055,890706,890706,890706,730260,730260,730260,569814,569814,569814
46,2055,897794,897794,897794,737476,737476,737476,577157,577157,577157
47,2055,895357,895357,895357,735913,735913,735913,576470,576470,576470
48,2055,892660,892660,892660,736161,736161,736161,579661,579661,579661
49,2055,885892,885892,885892,733194,733194,733194,580495,580495,580495
50,2055,888891,888891,888891,739677,739677,739677,590463,590463,590463
51,2055,871732,871732,871732,726438,726438,726438,581144,581144,581144
52,2055,859002,859002,859002,718285,718285,718285,577567,577567,577567
53,2055,854546,854546,854546,719269,719269,719269,583993,583993,583993
54,2055,856872,856872,856872,727525,727525,727525,598178,598178,598178
55,2055,839229,839229,839229,716102,716102,716102,592975,592975,592975
56,2055,830205,830205,830205,713535,713535,713535,596865,596865,596865
57,2055,812862,812862,812862,702742,702742,702742,592623,592623,592623
58,2055,798743,798743,798743,695677,695677,695677,592611,592611,592611
59,2055,781609,781609,781609,684992,684992,684992,588376,588376,588376
60,2055,772759,772759,772759,682712,682712,682712,592664,592664,592664
61,2055,770099,770099,770099,685301,685301,685301,600503,600503,600503
62,2055,784467,784467,784467,703604,703604,703604,622741,622741,622741
63,2055,770873,770873,770873,693910,693910,693910,616947,616947,616947
64,2055,772230,772230,772230,699108,699108,699108,625986,625986,625986
65,2055,759421,759421,759421,689925,689925,689925,620428,620428,620428
66,2055,761881,761881,761881,696809,696809,696809,631736,631736,631736
67,2055,737403,737403,737403,676147,676147,676147,614891,614891,614891
68,2055,728243,728243,728243,670405,670405,670405,612567,612567,612567
69,2055,734306,734306,734306,679735,679735,679735,625164,625164,625164
70,2055,733591,733591,733591,682116,682116,682116,630641,630641,630641
71,2055,732215,732215,732215,683519,683519,683519,634822,634822,634822
72,2055,740807,740807,740807,694758,694758,694758,648709,648709,648709
73,2055,730997,730997,730997,687487,687487,687487,643977,643977,643977
74,2055,732741,732741,732741,691626,691626,691626,650511,650511,650511
75,2055,737208,737208,737208,698285,698285,698285,659363,659363,659363
76,2055,755446,755446,755446,718633,718633,718633,681819,681819,681819
77,2055,759297,759297,759297,724420,724420,724420,689543,689543,689543
78,2055,769590,769590,769590,736402,736402,736402,703214,703214,703214
79,2055,780964,780964,780964,749462,749462,749462,717961,717961,717961
80,2055,784795,784795,784795,755019,755019,755019,725242,725242,725242
81,2055,752310,752310,752310,725019,725019,725019,697728,697728,697728
82,2055,727989,727989,727989,703076,703076,703076,678164,678164,678164
83,2055,700862,700862,700862,678262,678262,678262,655662,655662,655662
84,2055,658319,658319,658319,637940,637940,637940,617560,617560,617560
85,2055,634892,634892,634892,616665,616665,616665,598439,598439,598439
86,2055,588046,588046,588046,571883,571883,571883,555720,555720,555720
87,2055,545486,545486,545486,531272,531272,531272,517058,517058,517058
88,2055,502321,502321,502321,489979,489979,489979,477637,477637,477637
89,2055,451375,451375,451375,440808,440808,440808,430240,430240,430240
90,2055,405348,405348,405348,396466,396466,396466,387584,387584,387584
91,2055,332609,332609,332609,325284,325284,325284,317958,317958,317958
92,2055,275681,275681,275681,269748,269748,269748,263815,263815,263815
93,2055,227139,227139,227139,222436,222436,222436,217733,217733,217733
94,2055,181261,181261,181261,177616,177616,177616,173971,173971,173971
95,2055,141987,141987,141987,139254,139254,139254,136521,136521,136521
96,2055,106338,106338,106338,104362,104362,104362,102386,102386,102386
97,2055,80407,80407,80407,79008,79008,79008,77609,77609,77609
98,2055,58777,58777,58777,57815,57815,57815,56852,56852,56852
99,2055,41911,41911,41911,41270,41270,41270,40629,40629,40629
100,2055,69016,69016,69016,68144,68144,68144,67272,67272,67272
0,2056,546309,418939,246976,439410,336758,198363,332510,254577,149749
1,2056,548307,424752,257628,442612,342480,207179,336916,260208,156731
2,2056,551536,431545,269002,446741,348944,216566,341945,266344,164131
3,2056,554922,438473,280549,450970,355512,226125,347017,272551,171700
4,2056,558336,445442,292207,455189,362107,235810,352043,278773,179414
5,2056,561773,452489,304057,459331,368700,245634,356888,284910,187211
6,2056,564959,459362,315869,463219,375137,255463,361479,290911,195057
7,2056,567839,466032,327639,466782,381367,265270,365723,296702,202900
8,2056,570377,472473,339352,469968,387353,275027,369560,302233,210702
9,2056,572649,478773,351104,472788,393112,284760,372927,307451,218415
10,2056,574356,484631,362596,475077,398481,294303,375798,312330,226011
11,2056,575203,489749,373515,476680,403300,303489,378157,316851,233463
12,2056,575259,494184,383901,477643,407604,312335,380027,321025,240768
13,2056,574546,497949,393757,477966,411388,320826,381386,324828,247895
14,2056,573136,501099,403113,477702,414691,328982,382269,328284,254852
15,2056,571123,503714,412018,476908,417558,336826,382692,331401,261633
16,2056,568915,506165,420811,475834,420209,344547,382754,334254,268282
17,2056,567240,509166,430172,474859,423012,352488,382477,336858,274805
18,2056,569013,515604,442956,475470,427435,362094,381928,339265,281232
19,2056,571865,523087,456736,476525,432314,372174,381186,341540,287612
20,2056,573530,529328,469201,476916,436527,381589,380302,343727,293977
21,2056,575673,535973,481973,477504,440925,391170,379335,345877,300367
22,2056,578821,543538,495544,478586,445794,401188,378350,348049,306833
23,2056,583596,552632,510514,480480,451445,411952,377363,350258,313389
24,2056,589298,562550,526166,482868,457558,423128,376438,352565,320092
25,2056,595685,573046,542251,485635,464014,434605,375585,354982,326958
26,2056,602728,584091,558738,488804,470838,446399,374881,357585,334060
27,2056,610090,595350,575299,492203,477861,458353,374317,360373,341406
28,2056,618853,607915,593037,496392,485650,471039,373931,363385,349041
29,2056,626769,619547,609724,500249,493092,483356,373731,366637,356989
30,2056,635493,631912,627042,504611,501030,496160,373729,370148,365278
31,2056,644415,644415,644415,507161,507161,507161,369907,369907,369907
32,2056,661812,661812,661812,521353,521353,521353,380895,380895,380895
33,2056,684547,684547,684547,541099,541099,541099,397652,397652,397652
34,2056,700328,700328,700328,554080,554080,554080,407832,407832,407832
35,2056,712683,712683,712683,563824,563824,563824,414964,414964,414964
36,2056,735983,735983,735983,583712,583712,583712,431442,431442,431442
37,2056,759661,759661,759661,604835,604835,604835,450010,450010,450010
38,2056,782161,782161,782161,625313,625313,625313,468464,468464,468464
39,2056,799360,799360,799360,640768,640768,640768,482176,482176,482176
40,2056,813853,813853,813853,653959,653959,653959,494065,494065,494065
41,2056,829907,829907,829907,669110,669110,669110,508313,508313,508313
42,2056,838361,838361,838361,676806,676806,676806,515250,515250,515250
43,2056,861441,861441,861441,699236,699236,699236,537031,537031,537031
44,2056,870767,870767,870767,708059,708059,708059,545351,545351,545351
45,2056,886597,886597,886597,723607,723607,723607,560616,560616,560616
46,2056,895429,895429,895429,732363,732363,732363,569296,569296,569296
47,2056,902050,902050,902050,739317,739317,739317,576584,576584,576584
48,2056,899278,899278,899278,737561,737561,737561,575844,575844,575844
49,2056,896205,896205,896205,737589,737589,737589,578972,578972,578972
50,2056,889080,889080,889080,734412,734412,734412,579744,579744,579744
51,2056,891717,891717,891717,740670,740670,740670,589622,589622,589622
52,2056,874175,874175,874175,727207,727207,727207,580238,580238,580238
53,2056,861162,861162,861162,718870,718870,718870,576578,576578,576578
54,2056,856333,856333,856333,719612,719612,719612,582890,582890,582890
55,2056,858349,858349,858349,727641,727641,727641,596932,596932,596932
56,2056,840376,840376,840376,715995,715995,715995,591614,591614,591614
57,2056,830906,830906,830906,713131,713131,713131,595356,595356,595356
58,2056,813292,813292,813292,702137,702137,702137,590981,590981,590981
59,2056,798867,798867,798867,694836,694836,694836,590805,590805,590805
