age,year,migr double  & fert ↑ 2 in 2100,migr double  & fert eq. to last,migr double  & fert ↓ 0 in 2100,migr average & fert ↑ 2 in 2100,migr average & fert eq. to last,migr average & fert ↓ 0 in 2100,migr zero    & fert ↑ 2 in 2100,migr zero    & fert eq. to last,migr zero    & fert ↓ 0 in 2100
27,2050,605546,605546,605546,501949,501949,501949,398353,398353,398353
28,2050,628515,628515,628515,518549,518549,518549,408584,408584,408584
29,2050,646977,646977,646977,531373,531373,531373,415768,415768,415768
30,2050,674822,674822,674822,553572,553572,553572,432323,432323,432323
31,2050,701917,701917,701917,576450,576450,576450,450983,450983,450983
32,2050,725883,725883,725883,597712,597712,597712,469542,469542,469542
33,2050,744756,744756,744756,614060,614060,614060,483364,483364,483364
34,2050,761199,761199,761199,628286,628286,628286,495373,495373,495373
35,2050,779636,779636,779636,644703,644703,644703,509769,509769,509769
36,2050,792756,792756,792756,654804,654804,654804,516852,516852,516852
37,2050,819232,819232,819232,679040,679040,679040,538849,538849,538849
38,2050,831318,831318,831318,689343,689343,689343,547369,547369,547369
39,2050,850003,850003,850003,706446,706446,706446,562888,562888,562888
40,2050,861480,861480,861480,716653,716653,716653,571827,571827,571827
41,2050,870497,870497,870497,724946,724946,724946,579396,579396,579396
42,2050,869963,869963,869963,724443,724443,724443,578923,578923,578923
43,2050,869188,869188,869188,725778,725778,725778,582367,582367,582367
44,2050,864364,864364,864364,723915,723915,723915,583466,583466,583466
45,2050,869276,869276,869276,731521,731521,731521,593767,593767,593767
46,2050,853920,853920,853920,719312,719312,719312,584703,584703,584703
47,2050,842955,842955,842955,712198,712198,712198,581440,581440,581440
48,2050,840280,840280,840280,714283,714283,714283,588285,588285,588285
49,2050,844443,844443,844443,723724,723724,723724,603005,603005,603005
50,2050,828408,828408,828408,713325,713325,713325,598242,598242,598242
51,2050,821065,821065,821065,711884,711884,711884,602703,602703,602703
52,2050,805365,805365,805365,702189,702189,702189,599013,599013,599013
53,2050,792913,792913,792913,696280,696280,696280,599647,599647,599647
54,2050,777351,777351,777351,686710,686710,686710,596069,596069,596069
55,2050,770091,770091,770091,685637,685637,685637,601184,601184,601184
56,2050,769048,769048,769048,689521,689521,689521,609993,609993,609993
57,2050,785308,785308,785308,709439,709439,709439,633571,633571,633571
58,2050,773221,773221,773221,700993,700993,700993,628766,628766,628766
59,2050,776479,776479,776479,707833,707833,707833,639188,639188,639188
60,2050,765246,765246,765246,700051,700051,700051,634857,634857,634857
61,2050,769611,769611,769611,708781,708781,708781,647952,647952,647952
62,2050,746671,746671,746671,689489,689489,689489,632307,632307,632307
63,2050,739573,739573,739573,685640,685640,685640,631706,631706,631706
64,2050,748299,748299,748299,697500,697500,697500,646702,646702,646702
65,2050,750587,750587,750587,702590,702590,702590,654592,654592,654592
66,2050,752595,752595,752595,707010,707010,707010,661425,661425,661425
67,2050,765149,765149,765149,721946,721946,721946,678742,678742,678742
68,2050,758856,758856,758856,717936,717936,717936,677016,677016,677016
69,2050,765121,765121,765121,726372,726372,726372,687623,687623,687623
70,2050,774714,774714,774714,738028,738028,738028,701343,701343,701343
71,2050,799904,799904,799904,765142,765142,765142,730379,730379,730379
72,2050,810567,810567,810567,777606,777606,777606,744646,744646,744646
73,2050,828999,828999,828999,797740,797740,797740,766480,766480,766480
74,2050,850444,850444,850444,820738,820738,820738,791033,791033,791033
75,2050,865806,865806,865806,837501,837501,837501,809196,809196,809196
76,2050,844222,844222,844222,817253,817253,817253,790284,790284,790284
77,2050,833474,833474,833474,807713,807713,807713,781951,781951,781951
78,2050,821574,821574,821574,796812,796812,796812,772049,772049,772049
79,2050,792661,792661,792661,768921,768921,768921,745180,745180,745180
80,2050,788070,788070,788070,765446,765446,765446,742822,742822,742822
81,2050,754031,754031,754031,733306,733306,733306,712580,712580,712580
82,2050,726339,726339,726339,707412,707412,707412,688486,688486,688486
83,2050,698859,698859,698859,681688,681688,681688,664517,664517,664517
84,2050,660694,660694,660694,645226,645226,645226,629758,629758,629758
85,2050,629054,629054,629054,615270,615270,615270,601486,601486,601486
86,2050,551460,551460,551460,539314,539314,539314,527169,527169,527169
87,2050,491828,491828,491828,481243,481243,481243,470659,470659,470659
88,2050,439301,439301,439301,430206,430206,430206,421110,421110,421110
89,2050,383070,383070,383070,375367,375367,375367,367664,367664,367664
90,2050,330464,330464,330464,324104,324104,324104,317743,317743,317743
91,2050,274929,274929,274929,269820,269820,269820,264711,264711,264711
92,2050,232673,232673,232673,228625,228625,228625,224576,224576,224576
93,2050,191146,191146,191146,188016,188016,188016,184886,184886,184886
94,2050,153874,153874,153874,151521,151521,151521,149167,149167,149167
95,2050,121477,121477,121477,119754,119754,119754,118030,118030,118030
96,2050,90465,90465,90465,89248,89248,89248,88031,88031,88031
97,2050,67714,67714,67714,66882,66882,66882,66049,66049,66049
98,2050,50090,50090,50090,49541,49541,49541,48992,48992,48992
99,2050,37441,37441,37441,37096,37096,37096,36752,36752,36752
100,2050,63825,63825,63825,63458,63458,63458,63091,63091,63091
0,2051,543559,434052,285317,450588,359772,236455,357617,285492,187593
1,2051,544997,439358,295808,453311,365193,245471,361624,291027,195135
2,2051,547100,445260,306822,456471,371029,254894,365841,296797,202966
3,2051,548802,450872,317714,459232,376594,264237,369662,302317,210760
4,2051,549992,456092,328391,461506,381810,273431,373021,307529,218470
5,2051,550764,461017,338952,463326,386712,282509,375889,312406,226066
6,2051,550898,465424,349162,464572,391175,291341,378248,316927,233519
7,2051,550463,469368,359060,465290,395235,299943,380118,321102,240826
8,2051,549463,472847,368629,465472,398878,308293,381481,324909,247956
9,2051,548100,476044,378031,465236,402208,316476,382371,328372,254920
10,2051,546153,478723,387000,464481,405113,324356,382809,331501,261712
11,2051,543470,480698,395313,463180,407535,331846,382891,334374,268379
12,2051,540168,482069,403040,461407,409537,338982,382644,337005,274925
13,2051,536408,482971,410284,459271,411209,345834,382134,339447,281384
14,2051,532343,483534,417139,456889,412648,352470,381435,341763,287800
15,2051,528140,483904,423730,454367,413948,358967,380594,343992,294203
16,2051,524206,484471,430423,451939,415327,365528,379670,346183,300633
17,2051,521337,486019,437978,450028,417204,372554,378719,348388,307132
18,2051,522423,491427,449265,450091,421026,381491,377759,350626,313718
19,2051,525103,498326,461901,450979,425641,391173,376854,352955,320446
20,2051,527080,504415,473585,451549,429904,400460,376019,355391,327334
21,2051,530034,511375,485992,452680,434693,410224,375327,358011,334458
22,2051,534418,519660,499585,454597,440238,420706,374778,360816,341826
23,2051,540845,529893,514996,457624,446869,432239,374404,363846,349483
24,2051,548532,541301,531465,461374,454208,444459,374217,367115,357454
25,2051,557204,553618,548742,465717,462131,457255,374230,370644,365768
26,2051,569143,569143,569143,469781,469781,469781,370419,370419,370419
27,2051,592370,592370,592370,486905,486905,486905,381441,381441,381441
28,2051,622039,622039,622039,510142,510142,510142,398245,398245,398245
29,2051,643650,643650,643650,526060,526060,526060,408470,408470,408470
30,2051,662378,662378,662378,539013,539013,539013,415647,415647,415647
31,2051,687443,687443,687443,559818,559818,559818,432192,432192,432192
32,2051,711649,711649,711649,581244,581244,581244,450840,450840,450840
33,2051,735443,735443,735443,602414,602414,602414,469385,469385,469385
34,2051,754050,754050,754050,618622,618622,618622,483194,483194,483194
35,2051,770209,770209,770209,632698,632698,632698,495188,495188,495188
36,2051,790489,790489,790489,650028,650028,650028,509566,509566,509566
37,2051,801966,801966,801966,659299,659299,659299,516632,516632,516632
38,2051,827501,827501,827501,683052,683052,683052,538602,538602,538602
39,2051,839199,839199,839199,693147,693147,693147,547096,547096,547096
40,2051,857335,857335,857335,709959,709959,709959,562584,562584,562584
41,2051,868100,868100,868100,719794,719794,719794,571489,571489,571489
42,2051,876660,876660,876660,727840,727840,727840,579021,579021,579021
43,2051,875809,875809,875809,727161,727161,727161,578514,578514,578514
44,2051,874699,874699,874699,728307,728307,728307,581915,581915,581915
45,2051,869432,869432,869432,726199,726199,726199,582966,582966,582966
46,2051,873991,873991,873991,733600,733600,733600,593209,593209,593209
47,2051,858191,858191,858191,721146,721146,721146,584102,584102,584102
48,2051,846901,846901,846901,713844,713844,713844,580786,580786,580786
49,2051,843853,843853,843853,715707,715707,715707,587562,587562,587562
50,2051,847646,847646,847646,724922,724922,724922,602198,602198,602198
51,2051,831279,831279,831279,714320,714320,714320,597361,597361,597361
52,2051,823542,823542,823542,712637,712637,712637,601731,601731,601731
53,2051,807568,807568,807568,702759,702759,702759,597950,597950,597950
54,2051,794764,794764,794764,696620,696620,696620,598476,598476,598476
55,2051,778937,778937,778937,686860,686860,686860,594783,594783,594783
56,2051,771334,771334,771334,685545,685545,685545,599755,599755,599755
57,2051,769835,769835,769835,689116,689116,689116,608396,608396,608396
58,2051,785738,785738,785738,708746,708746,708746,631754,631754,631754
59,2051,773339,773339,773339,700061,700061,700061,626782,626782,626782
60,2051,776352,776352,776352,706665,706665,706665,636979,636979,636979
61,2051,764848,764848,764848,698646,698646,698646,632444,632444,632444
62,2051,768754,768754,768754,706993,706993,706993,645232,645232,645232
63,2051,745511,745511,745511,687448,687448,687448,629384,629384,629384
64,2051,737991,737991,737991,683247,683247,683247,628503,628503,628503
65,2051,746452,746452,746452,694767,694767,694767,643082,643082,643082
66,2051,748430,748430,748430,699488,699488,699488,650546,650546,650546
67,2051,749623,749623,749623,703272,703272,703272,656921,656921,656921
68,2051,761508,761508,761508,717585,717585,717585,673663,673663,673663
69,2051,754668,754668,754668,713065,713065,713065,671462,671462,671462
70,2051,760105,760105,760105,720760,720760,720760,681415,681415,681415
71,2051,768885,768885,768885,731613,731613,731613,694340,694340,694340
72,2051,792861,792861,792861,757587,757587,757587,722314,722314,722314
73,2051,802366,802366,802366,768932,768932,768932,735497,735497,735497
74,2051,819451,819451,819451,787723,787723,787723,755995,755995,755995
75,2051,839305,839305,839305,809123,809123,809123,778940,778940,778940
76,2051,852812,852812,852812,824097,824097,824097,795381,795381,795381
77,2051,829888,829888,829888,802530,802530,802530,775173,775173,775173
78,2051,817630,817630,817630,791371,791371,791371,765113,765113,765113
79,2051,803428,803428,803428,778317,778317,778317,753206,753206,753206
80,2051,772276,772276,772276,748368,748368,748368,724461,724461,724461
81,2051,762905,762905,762905,741003,741003,741003,719102,719102,719102
82,2051,726366,726366,726366,706401,706401,706401,686436,686436,686436
83,2051,695748,695748,695748,677619,677619,677619,659490,659490,659490
84,2051,665143,665143,665143,648800,648800,648800,632457,632457,632457
85,2051,624212,624212,624212,609599,609599,609599,594985,594985,594985
86,2051,589291,589291,589291,576378,576378,576378,563465,563465,563465
87,2051,511373,511373,511373,500110,500110,500110,488848,488848,488848
88,2051,450710,450710,450710,441010,441010,441010,431311,431311,431311
89,2051,397233,397233,397233,389009,389009,389009,380784,380784,380784
90,2051,341204,341204,341204,334343,334343,334343,327482,327482,327482
91,2051,289623,289623,289623,284048,284048,284048,278474,278474,278474
92,2051,236802,236802,236802,232401,232401,232401,228001,228001,228001
93,2051,196569,196569,196569,193148,193148,193148,189728,189728,189728
94,2051,158078,158078,158078,155489,155489,155489,152900,152900,152900
95,2051,124364,124364,124364,122462,122462,122462,120560,120560,120560
96,2051,95767,95767,95767,94408,94408,94408,93050,93050,93050
97,2051,69559,69559,69559,68624,68624,68624,67688,67688,67688
98,2051,50854,50854,50854,50229,50229,50229,49604,49604,49604
99,2051,36653,36653,36653,36252,36252,36252,35850,35850,35850
100,2051,64844,64844,64844,64379,64379,64379,63915,63915,63915
0,2052,544331,431214,277677,448534,355268,228722,352737,279323,179768
1,2052,546114,436792,288308,451563,360900,237792,357012,285009,187275
2,2052,548676,443050,299518,455127,367020,247314,361578,290990,195110
3,2052,550922,449092,310667,458365,372931,256807,365806,296769,202947
4,2052,552745,454821,321673,461190,378558,266209,369636,302295,210745
5,2052,554206,460311,332618,463602,383911,275538,372999,307511,218457
6,2052,555067,465325,343266,465468,388857,284660,375870,312390,226054
7,2052,555355,469885,353629,466791,393398,293568,378229,316911,233507
8,2052,555120,474030,363727,467610,397558,302271,380099,321087,240814
9,2052,554489,477877,373664,467976,401385,310804,381463,324894,247945
10,2052,553250,481197,383189,467801,404777,319049,382353,328356,254908
11,2052,551168,483742,392023,466979,407614,326862,382790,331485,261699
12,2052,548418,485649,400268,465645,410002,334317,382871,334356,268365
13,2052,545113,487017,407993,463868,412001,341451,382622,336986,274910
14,2052,541388,487955,415272,461748,413689,348318,382108,339424,281365
15,2052,537429,488623,422234,459416,415179,355005,381403,341734,287776
16,2052,533631,489399,429232,457093,416677,361702,380555,343956,294173
17,2052,530783,491053,437012,455202,418595,368802,379620,346137,300593
18,2052,531816,496504,448470,455238,422418,377776,378659,348333,307083
19,2052,534321,503331,461177,456006,426946,387418,377690,350561,313660
20,2052,536059,509287,472870,456418,431085,396625,376778,352883,320381
21,2052,538649,515988,485165,457292,435651,406214,375936,355314,327263
22,2052,542629,523973,498597,458935,440952,416489,375243,357930,334382
23,2052,548585,533830,513760,461637,447281,427754,374690,360732,341746
24,2052,555764,544815,529922,465039,454286,439660,374314,363758,349399
25,2052,563897,556668,546834,469010,461845,452099,374124,367023,357364
26,2052,572861,569276,564401,473497,469913,465037,374134,370549,365674
27,2052,584714,584714,584714,477517,477517,477517,370321,370321,370321
28,2052,608868,608868,608868,495103,495103,495103,381337,381337,381337
29,2052,637176,637176,637176,517656,517656,517656,398135,398135,398135
30,2052,659052,659052,659052,533702,533702,533702,408352,408352,408352
31,2052,675004,675004,675004,545263,545263,545263,415522,415522,415522
32,2052,697181,697181,697181,564619,564619,564619,432056,432056,432056
33,2052,721215,721215,721215,585953,585953,585953,450691,450691,450691
34,2052,744742,744742,744742,606982,606982,606982,469221,469221,469221
35,2052,763064,763064,763064,623039,623039,623039,483014,483014,483014
36,2052,781067,781067,781067,638030,638030,638030,494993,494993,494993
37,2052,799702,799702,799702,654527,654527,654527,509352,509352,509352
38,2052,810245,810245,810245,663321,663321,663321,516397,516397,516397
39,2052,835387,835387,835387,686861,686861,686861,538335,538335,538335
40,2052,846540,846540,846540,696671,696671,696671,546802,546802,546802
41,2052,863962,863962,863962,713107,713107,713107,562253,562253,562253
42,2052,874269,874269,874269,722695,722695,722695,571122,571122,571122
43,2052,882505,882505,882505,730560,730560,730560,578615,578615,578615
44,2052,881320,881320,881320,729694,729694,729694,578068,578068,578068
45,2052,879764,879764,879764,730592,730592,730592,581419,581419,581419
46,2052,874153,874153,874153,728287,728287,728287,582422,582422,582422
47,2052,878247,878247,878247,735425,735425,735425,592603,592603,592603
48,2052,862126,862126,862126,722788,722788,722788,583450,583450,583450
49,2052,850473,850473,850473,715275,715275,715275,580077,580077,580077
50,2052,847064,847064,847064,716922,716922,716922,586780,586780,586780
51,2052,850497,850497,850497,725907,725907,725907,601317,601317,601317
52,2052,833749,833749,833749,715076,715076,715076,596404,596404,596404
53,2052,825723,825723,825723,713197,713197,713197,600671,600671,600671
54,2052,809402,809402,809402,703096,703096,703096,596790,596790,596790
55,2052,796324,796324,796324,696759,696759,696759,597194,597194,597194
56,2052,780173,780173,780173,686776,686776,686776,593380,593380,593380
57,2052,772129,772129,772129,685163,685163,685163,598196,598196,598196
58,2052,770325,770325,770325,688494,688494,688494,606664,606664,606664
59,2052,785834,785834,785834,707804,707804,707804,629775,629775,629775
60,2052,773242,773242,773242,698937,698937,698937,624632,624632,624632
61,2052,775932,775932,775932,705254,705254,705254,634575,634575,634575
62,2052,764033,764033,764033,696920,696920,696920,629807,629807,629807
63,2052,767517,767517,767517,704893,704893,704893,642270,642270,642270
64,2052,743926,743926,743926,685071,685071,685071,626215,626215,626215
65,2052,736231,736231,736231,680620,680620,680620,625009,625009,625009
66,2052,744353,744353,744353,691744,691744,691744,639135,639135,639135
67,2052,745522,745522,745522,695835,695835,695835,646148,646148,646148
68,2052,746137,746137,746137,699089,699089,699089,652040,652040,652040
69,2052,757343,757343,757343,712759,712759,712759,668176,668176,668176
70,2052,749795,749795,749795,707619,707619,707619,665443,665443,665443
71,2052,754476,754476,754476,714568,714568,714568,674660,674660,674660
72,2052,762244,762244,762244,724486,724486,724486,686727,686727,686727
73,2052,784946,784946,784946,749224,749224,749224,713501,713501,713501
74,2052,793260,793260,793260,759383,759383,759383,725506,725506,725506
75,2052,808874,808874,808874,776696,776696,776696,744519,744519,744519
76,2052,826863,826863,826863,796299,796299,796299,765734,765734,765734
77,2052,838426,838426,838426,809352,809352,809352,780278,780278,780278
78,2052,814243,814243,814243,786419,786419,786419,758595,758595,758595
79,2052,799715,799715,799715,773140,773140,773140,746565,746565,746565
80,2052,782892,782892,782892,757647,757647,757647,732402,732402,732402
81,2052,747774,747774,747774,724625,724625,724625,701477,701477,701477
82,2052,735090,735090,735090,713987,713987,713987,692884,692884,692884
83,2052,695961,695961,695961,676832,676832,676832,657703,657703,657703
84,2052,662382,662382,662382,645122,645122,645122,627862,627862,627862
85,2052,628627,628627,628627,613182,613182,613182,597736,597736,597736
86,2052,584974,584974,584974,571279,571279,571279,557584,557584,557584
87,2052,546681,546681,546681,534702,534702,534702,522723,522723,522723
88,2052,468836,468836,468836,458510,458510,458510,448185,448185,448185
89,2052,407755,407755,407755,398980,398980,398980,390205,390205,390205
90,2052,354015,354015,354015,346686,346686,346686,339356,339356,339356
91,2052,299217,299217,299217,293200,293200,293200,287183,287183,287183
92,2052,249624,249624,249624,244819,244819,244819,240015,240015,240015
93,2052,200203,200203,200203,196482,196482,196482,192762,192762,192762
94,2052,162692,162692,162692,159861,159861,159861,157031,157031,157031
95,2052,127874,127874,127874,125780,125780,125780,123685,123685,123685
96,2052,98137,98137,98137,96636,96636,96636,95135,95135,95135
97,2052,73714,73714,73714,72668,72668,72668,71622,71622,71622
98,2052,52301,52301,52301,51597,51597,51597,50893,50893,50893
99,2052,37260,37260,37260,36802,36802,36802,36344,36344,36344
100,2052,64933,64933,64933,64369,64369,64369,63805,63805,63805
0,2053,544854,428185,269963,446264,350626,220994,347673,273066,172025
1,2053,546891,433964,280684,449518,356408,230075,352144,278854,179466
2,2053,549793,440485,292020,453380,362729,239636,356967,284973,187252
3,2053,552498,446883,303364,457021,368923,249227,361544,290963,195092
4,2053,554865,453042,314627,460323,374895,258780,365780,296748,202932
5,2053,556959,459041,325900,463287,380659,268316,369614,302278,210733
6,2053,558509,464620,336933,465745,386057,277690,372980,307495,218446
7,2053,559523,469786,347733,467687,391080,286888,375851,312374,226043
8,2053,560012,474547,358296,469111,395721,295896,378211,316896,233496
9,2053,560146,479060,368762,470114,400065,304783,380082,321072,240803
10,2053,559639,483030,378822,470542,403954,313377,381445,324878,247933
11,2053,558265,486216,388213,470300,407278,321554,382335,328340,254896
12,2053,556116,488693,396979,469443,410081,329333,382770,331468,261686
13,2053,553363,490598,405221,468106,412467,336786,382849,334337,268350
14,2053,550092,492000,412982,466345,414482,343936,382597,336963,274891
15,2053,546473,493044,420367,464274,416220,350854,382076,339396,281341
16,2053,542919,494118,427737,462141,417909,357741,381363,341699,287746
17,2053,540207,495981,435821,460356,419946,364978,380505,343910,294134
18,2053,541261,501537,447505,460411,423810,374025,379559,346082,300545
19,2053,543713,508407,460382,461152,428338,383704,378590,348269,307027
20,2053,545276,514291,472146,461445,432391,392871,377614,350491,313597
21,2053,547626,520860,484451,462161,436834,402381,376696,352806,320311
22,2053,551242,528587,497771,463547,441911,412481,375852,355234,327190
23,2053,556795,538144,512773,465975,447995,423538,375156,357847,334305
24,2053,563504,548753,528687,469052,454699,435176,374601,360646,341665
25,2053,571128,560182,545292,472675,461924,447302,374221,363668,349312
26,2053,579554,572326,562495,476791,469628,459884,374029,366929,357273
27,2053,588432,584848,579974,481234,477650,472776,374035,370452,365577
28,2053,601215,601215,601215,485718,485718,485718,370221,370221,370221
29,2053,624010,624010,624010,502621,502621,502621,381232,381232,381232
30,2053,652582,652582,652582,525301,525301,525301,398021,398021,398021
31,2053,671681,671681,671681,539956,539956,539956,408230,408230,408230
32,2053,684748,684748,684748,550070,550070,550070,415392,415392,415392
33,2053,706754,706754,706754,569334,569334,569334,431914,431914,431914
34,2053,730521,730521,730521,590527,590527,590527,450534,450534,450534
35,2053,753761,753761,753761,611405,611405,611405,469048,469048,469048
36,2053,773927,773927,773927,628376,628376,628376,482825,482825,482825
37,2053,790286,790286,790286,642536,642536,642536,494786,494786,494786
38,2053,807985,807985,807985,658553,658553,658553,509122,509122,509122
39,2053,818142,818142,818142,667143,667143,667143,516143,516143,516143
40,2053,842733,842733,842733,690390,690390,690390,538048,538048,538048
41,2053,853176,853176,853176,699829,699829,699829,546483,546483,546483
42,2053,870137,870137,870137,716016,716016,716016,561894,561894,561894
43,2053,880119,880119,880119,725422,725422,725422,570724,570724,570724
44,2053,888015,888015,888015,733093,733093,733093,578172,578172,578172
45,2053,886384,886384,886384,731981,731981,731981,577579,577579,577579
46,2053,884480,884480,884480,732681,732681,732681,580881,580881,580881
47,2053,878415,878415,878415,730123,730123,730123,581831,581831,581831
48,2053,882167,882167,882167,737057,737057,737057,591946,591946,591946
49,2053,865687,865687,865687,724214,724214,724214,582742,582742,582742
50,2053,853684,853684,853684,716497,716497,716497,579311,579311,579311
51,2053,849926,849926,849926,717927,717927,717927,585928,585928,585928
52,2053,852947,852947,852947,726653,726653,726653,600360,600360,600360
53,2053,835923,835923,835923,715642,715642,715642,595360,595360,595360
54,2053,827533,827533,827533,713523,713523,713523,599514,599514,599514
55,2053,810943,810943,810943,703232,703232,703232,595521,595521,595521
56,2053,797532,797532,797532,696663,696663,696663,595795,595795,595795
57,2053,780959,780959,780959,686404,686404,686404,591848,591848,591848
58,2053,772628,772628,772628,684567,684567,684567,596505,596505,596505
59,2053,770487,770487,770487,687632,687632,687632,604776,604776,604776
60,2053,785713,785713,785713,706671,706671,706671,627629,627629,627629
61,2053,772855,772855,772855,697573,697573,697573,622292,622292,622292
62,2053,775095,775095,775095,703522,703522,703522,631948,631948,631948
63,2053,762843,762843,762843,694890,694890,694890,626937,626937,626937
64,2053,765848,765848,765848,702453,702453,702453,639059,639059,639059
65,2053,742162,742162,742162,682461,682461,682461,622759,622759,622759
66,2053,734226,734226,734226,677713,677713,677713,621200,621200,621200
67,2053,741507,741507,741507,688176,688176,688176,634844,634844,634844
68,2053,742105,742105,742105,691743,691743,691743,641380,641380,641380
69,2053,742140,742140,742140,694453,694453,694453,646766,646766,646766
70,2053,752493,752493,752493,707360,707360,707360,662228,662228,662228
71,2053,744319,744319,744319,701606,701606,701606,658892,658892,658892
72,2053,748050,748050,748050,707682,707682,707682,667314,667314,667314
73,2053,754768,754768,754768,716587,716587,716587,678407,678407,678407
74,2053,776150,776150,776150,740014,740014,740014,703877,703877,703877
75,2053,783163,783163,783163,748866,748866,748866,714569,714569,714569
76,2053,797042,797042,797042,764512,764512,764512,731983,731983,731983
77,2053,813077,813077,813077,782185,782185,782185,751292,751292,751292
78,2053,822720,822720,822720,793211,793211,793211,763703,763703,763703
79,2053,796542,796542,796542,768435,768435,768435,740328,740328,740328
80,2053,779426,779426,779426,752753,752753,752753,726080,726080,726080
81,2053,758212,758212,758212,733763,733763,733763,709314,709314,709314
82,2053,720681,720681,720681,698371,698371,698371,676061,676061,676061
83,2053,704507,704507,704507,684282,684282,684282,664057,664057,664057
84,2053,662781,662781,662781,644564,644564,644564,626346,626346,626346
85,2053,626225,626225,626225,609908,609908,609908,593590,593590,593590
86,2053,589329,589329,589329,574849,574849,574849,560369,560369,560369
87,2053,542899,542899,542899,530189,530189,530189,517479,517479,517479
88,2053,501435,501435,501435,490447,490447,490447,479459,479459,479459
89,2053,424366,424366,424366,415019,415019,415019,405673,405673,405673
90,2053,363591,363591,363591,355767,355767,355767,347942,347942,347942
91,2053,310638,310638,310638,304206,304206,304206,297775,297775,297775
92,2053,258063,258063,258063,252874,252874,252874,247685,247685,247685
93,2053,211195,211195,211195,207130,207130,207130,203065,203065,203065
94,2053,165831,165831,165831,162749,162749,162749,159667,159667,159667
95,2053,131720,131720,131720,129429,129429,129429,127137,127137,127137
96,2053,101003,101003,101003,99349,99349,99349,97694,97694,97694
97,2053,75617,75617,75617,74461,74461,74461,73304,73304,73304
98,2053,55488,55488,55488,54701,54701,54701,53914,53914,53914
99,2053,38369,38369,38369,37853,37853,37853,37337,37337,37337
100,2053,65454,65454,65454,64790,64790,64790,64126,64126,64126
0,2054,545286,425081,262248,443921,345950,213336,342556,266820,164424
1,2054,547419,430944,272986,447256,351778,222362,347093,272610,171738
2,2054,550570,437657,284397,451335,358237,231920,352100,278819,179443
3,2054,553615,444317,295867,455274,364632,241550,356934,284946,187234
4,2054,556441,450833,307325,458979,370887,251201,361518,290942,195078
5,2054,559079,457262,318855,462420,376997,260888,365759,296731,202920
6,2054,561262,463350,330215,465429,382806,270469,369595,302262,210722
7,2054,562966,469081,341400,467963,388280,279918,372961,307480,218435
8,2054,564181,474448,352401,470007,393403,289216,375833,312359,226032
9,2054,565038,479577,363331,471615,398228,298409,378193,316881,233485
10,2054,565296,484213,373920,472680,402634,307356,380064,321057,240792
11,2054,564654,488049,383846,473041,406455,315883,381427,324863,247921
12,2054,563213,491167,393169,472764,409746,324026,382315,328324,254883
13,2054,561061,493641,401932,471905,412546,331802,382749,331450,261671
14,2054,558342,495581,410210,470583,414947,339271,382824,334315,268332
15,2054,555177,497089,418077,468871,417012,346472,382565,336935,274868
16,2054,551963,498539,425870,467000,418950,353591,382037,339361,281312
17,2054,549494,500700,434327,465404,421177,361018,381313,341655,287708
18,2054,550684,506465,446315,465564,425161,370201,380445,343856,294088
19,2054,553157,513441,459418,466324,429730,379954,379491,346019,300491
20,2054,554666,519368,471352,466591,433784,389159,378514,348200,306966
21,2054,556842,525864,483728,467187,438140,398629,377532,350415,313529
22,2054,560219,533458,497057,468415,443094,408648,376612,352728,320240
23,2054,565407,542757,511948,470586,448955,419532,375765,355152,327114
24,2054,571713,553066,527701,473389,455414,430963,375066,357762,334225
25,2054,578867,564120,544059,476687,462338,442820,374508,360557,341581
26,2054,586784,575840,560954,480455,469707,455089,374126,363576,349224
27,2054,595124,587898,578069,484527,477366,467625,373931,366833,357180
28,2054,604933,601350,596477,489434,485851,480979,373936,370353,365480
29,2054,616361,616361,616361,493240,493240,493240,370120,370120,370120
30,2054,639421,639421,639421,510273,510273,510273,381124,381124,381124
31,2054,665214,665214,665214,531558,531558,531558,397903,397903,397903
32,2054,681427,681427,681427,544765,544765,544765,408103,408103,408103
33,2054,694326,694326,694326,554791,554791,554791,415257,415257,415257
34,2054,716066,716066,716066,573916,573916,573916,431765,431765,431765
35,2054,739547,739547,739547,594958,594958,594958,450369,450369,450369
36,2054,764630,764630,764630,616748,616748,616748,468866,468866,468866
37,2054,783151,783151,783151,632888,632888,632888,482624,482624,482624
38,2054,798576,798576,798576,646570,646570,646570,494564,494564,494564
39,2054,815886,815886,815886,662379,662379,662379,508873,508873,508873
40,2054,825501,825501,825501,670685,670685,670685,515869,515869,515869
41,2054,849374,849374,849374,693555,693555,693555,537736,537736,537736
42,2054,859361,859361,859361,702749,702749,702749,546136,546136,546136
43,2054,875994,875994,875994,718750,718750,718750,561505,561505,561505
44,2054,885636,885636,885636,727963,727963,727963,570290,570290,570290
45,2054,893078,893078,893078,735382,735382,735382,577686,577686,577686
46,2054,891100,891100,891100,734073,734073,734073,577047,577047,577047
47,2054,888738,888738,888738,734517,734517,734517,580296,580296,580296
48,2054,882342,882342,882342,731766,731766,731766,581191,581191,581191
49,2054,885711,885711,885711,738472,738472,738472,591233,591233,591233
50,2054,868886,868886,868886,725432,725432,725432,581978,581978,581978
51,2054,856544,856544,856544,717510,717510,717510,578475,578475,578475
52,2054,852385,852385,852385,718693,718693,718693,585002,585002,585002
53,2054,855097,855097,855097,727207,727207,727207,599317,599317,599317
54,2054,837724,837724,837724,715973,715973,715973,594222,594222,594222
